Pidgin Tweets,Sentiment
cameroon national day no get value wit anglophone crisis - prof. fanso verkijika,negative
"vgma2019: ghana police detain stonebwoy, shatta wale sake of dema vgma 'gun fight'",negative
supersport react afta marawa accuse say dem use sms sack am,negative
"kano police parade suspected gay man, receive 32 oda cases of sexual offences in 3 weeks",negative
one of di world most famous cat don pass away,negative
"joseph assomo say na inside confusion army burn houses, spoil cargo for alachu",negative
"game of thrones petition as 500,000 fans want make dem redo season eight",negative
di kontri wia abortions plenti pass pikin dem dey born,negative
see di wonderful talent of toma unu wey get cerebral palsy,negative
thousands of drivers dey use learner's permit drive for lagos - frsc,negative
deontay wilder don repeat say im wan kill pesin for boxing ring,negative
kano sharia police don arrest about 80 pipo wey no dey fast for ramadan,negative
nigeria military say dem no sabi pipo wey dey call for coup against buhari,negative
"us embassy don suspend drop box visa renewal program, 5 years after",negative
"today na leah sharibu 16 birthday. boko haram kolobi her wit oda chibok girls for 2018 but dem no release her. as civil society for follow remember her today, wetin you get to tok for di mata?",negative
leah sharibu dey 16 years today and don spend 400 days for boko haram hand,negative
manchester city fit get uefa ban from champions league for one season,negative
chris hughton : brighton don sack dia manager afta dem carry 17th for premier league,negative
dis na sagbokodji island community for lagos wey neva see light for ova 100 years. to see di full video,negative
islamic state militants rape and turn maryam to slave,negative
"naira marley, zlatan ibile and odas still dey awa hand for yahoo-yahoo - efcc",negative
"efcc say nigeria 'issa goal' singer afeez fashola ""naira marley"" dey dia custody and dem arrest am ontop yahoo-yahoo mata",negative
"efcc for lagos say dem don arrest afeez fashola ""naira marley"" dis morning for lagos, ontop mata of yahoo boys and how him take get hand inside. dem tok say dem go give details of him exact offence soon.",negative
"national communication authority for ghana shut down radio xyz, radio gold",negative
"loom money nigeria, cbn don cut pipo warning about di 'ajo' scheme",negative
"for interview wey bin show for tv for di state, some permanent secretary hopefuls wey be top civil servants no fit sing di national anthem.",negative
de situation bad sotei patients warn management say deh go protest if deh no solve de situation.,negative
liverpool v barcelona make musician kc lose n1m bet,negative
why nigerian labour union fit strike again,negative
"""money no dey for dis job o, but you go get eure"" even toke makinwa don see sometin ontop free work. hear wetin she tyok plus oda tins dem for dis episode of ""question till mouth pain you""",negative
”buhari dey use police ig joke wen killi-killi dey happun upandan” - pdp,negative
"nanny wey byforce feed baby die, don get 15 years in prison sentence",negative
western togoland: police arrest separatists group wey wan tear dema bodi from ghana den declare independence on may 9,negative
"michelle bachelet un human rights oga don tell paul biya say cameroon anglophone crisis fit get out of control, if…",negative
ademola adeleke dey face fresh certificate forgery case,negative
police say 'war' fit happun if you provoke officers for check point,negative
anglophone crisis: human rights watch say cameroon get special torture centre for separatists,negative
rivers election killings: three concerns house of reps dey investigative,negative
general legal council task committee make dem investigate 90% mass exams failure for ghana law school,negative
"at least 41 pipo die for aeroflot jet ""moscow plane fire""",negative
aieto host community don shutdown nembe creek trunk line,negative
john onaiyekan: 'i dey shame wen i see nigerian women dey prostitute for italy',negative
man wey spend 30 years for jail for rape wey im no commit don jam anoda rape accuse,negative
boeing 737 run enta river afta e land for florida,negative
police transfer di cru oga yomi shogule go nkalagu afta im 'p' tweet cause kasala,negative
abuja raid: i no go gree ontop arrest of women wey wear 'skimpy clothes dey waka' happun,negative
"dr congo ebola: more dan 1,000 pipo don die",negative
world press freedom day: how women journalists dey suffer for nigeria,negative
on dis we go still remember ahmed hussein-suale wen dem shoot kill on di 16 of january dis 2019. “him death no be only loss to ghana na loss to di whole of africa” - na so one reporter wey him dey mentor tok.,negative
world press freedom day: how many journalists die for last year?,negative
na deadly year for journalist at least 94 journalist n aim dem don kill since january 2018.,negative
caruana galizia murder: di fight for justice for my mama wey dem kee,negative
"anglophone crisis: ex cameroon, nigeria soldiers bi among separatists - crisis group",negative
police say dem neva arrest suspects wey kidnap leader of buhari village,negative
ramadan fast: kano hisbah go arrest pipo wey chop for public,negative
"jaguda pipo don carry gbege go buhari dormot. kidnappers don gbab di head of daura, president muhammadu buhari hometown",negative
zainab habib aliyu : how one bag wey 'change' to two take land her for saudi prison,negative
shey di gap between rich and poor dey increase for south africa?,negative
abuja taskforce arrest women say dem wear 'skimpy clothes dey waka-waka' but dis woman say na cake she escort pesin go supply wen dem arrest her. read di full tori hia:,negative
"why sisiku julius, odas no gree appear for military court again",negative
why i set fire burn my babe and family as dem dey sleep',negative
caster semenya say iaaf don dey target her since,negative
wetin dey cause men to dey kill demself plenti for kenya?,negative
nura abdullahi 21-year-old as roma nigerian footballer don retire from football,negative
how abuja taskforce arrest women say dem wey wear 'skimpy clothes dey waka-waka',negative
rockson bukari : yawa pae as ghana minister resign sake of accusation say he try bribe journalist,negative
"zainab habib aliyu dey prison for saudi arabia ontop drug crime wey she no commit, how e take happen?",negative
"“i go need sack some of my workers to fit pay new minimum wage""",negative
"""nigerian senators dey live for stone age"" - ben bruce",negative
"fru ndi tell separatist fighters say for stop pikin for go school, mami for go farm no correct",negative
security agents plus prisoners dey sexually abuse children - amnesty int'l,negative
lagos state goment don cut pipo warning say poisonous ponmo dey market,negative
indonesia election : more than 270 pipo don die sake of vote counting,negative
indonesia election: more than 270 pipo don die sake of vote counting,negative
bayelsa lawmakers pension: serap threaten to go court if goment approve bill,negative
